"x"
"1","Anabaena_sp."
"2","Chrysochromylina_sp."
"3","Ebria_tripartita"
"4","Actinocyclus_normanii"
"5","Amphora_sp."
"6","Asterionella_formosa"
"7","Aulacoseira_granulata"
"8","Aulacoseira_islandica"
"9","Aulacoseira_italica"
"10","Aulacoseira_subarctica"
"11","Chaetoceros_socialis"
"12","Chaetoceros_sp."
"13","Cyclotella_bodanica"
"14","Cyclotella_sp."
"15","Cylindrotheca_closterium"
"16","Diatoma_elongata"
"17","Fragilaria_virescens"
"18","Navicula_sp."
"19","Nitzschia_closterium"
"20","Nitzschia_palea"
"21","Nizchia_sp."
"22","Nizchia_spp."
"23","Odontella_aurita"
"24","Skeletonema_subsalsum"
"25","Thalassionema_nitzschioides"
"26","Thalassiosira_nordenskioeldii"
"27","Cryptomonas_erosa"
"28","Cryptomonas_ovata"
"29","Hemiselmis_sp."
"30","Hemiselmis_virescens"
"31","Komma_caudata"
"32","Rhodomonas_marina"
"33","Teleaulax_acuta"
"34","Teleaulax_amphioxeia"
"35","Amphidinium_exentsum"
"36","Gymnodinium_spp."
"37","Prorocentrum_cordatum"
"38","Scrippsiella_trochoidea"
"39","Eutreptiella_lanowii"
"40","Eutreptiella_gymnastica"
"41","Trachelomonas_volvocina"
"42","Chlamydomonas_monadina"
"43","Dictyosphaerium_ehrenbergianum"
"44","Koliella_longiseta"
"45","Koliella_spiculiformos"
"46","Monoraphidium_arcuatum"
"47","Monoraphidium_contortum"
"48","Planctonema_lauterbornii"
"49","Pyramimonas_sp."
"50","Scenedesmus_acutus"
"51","Scenedesmus_quadricauda"
"52","Scenedesmus_spinosus"
"53","Anabaena_sp."
"54","Aphanizomenon_sp."
"55","Planktolyngbya_limnetica"
"56","Planktothrix_agardhii"
"57","Chrysochromylina_sp."
"58","Ebria_tripartita"
"59","Actinocyclus_normanii"
"60","Asterionella_formosa"
"61","Asterionella_gracillima"
"62","Aulacoseira_granulata"
"63","Aulacoseira_islandica"
"64","Aulacoseira_subarctica"
"65","Chaetoceros_gracilis"
"66","Cyclotella_bodanica"
"67","Cyclotella_choctawhatcheeana"
"68","Cyclotella_comta"
"69","Cyclotella_meneghiniana"
"70","Cylindrotheca_closterium"
"71","Diatoma_elongata"
"72","Fragilaria_heidenii"
"73","Fragillaria_crotonensis"
"74","Fragilaria_virescens"
"75","Nitzschia_acicularis"
"76","Nizchia_sp."
"77","Skeletonema_costatum"
"78","Thalassionema_nitzschioides"
"79","Thalassiosira_nordenskioeldii"
"80","Cryptomonas_gracilis"
"81","Cryptomonas_ovata"
"82","Hemiselmis_virescens"
"83","Komma_caudata"
"84","Teleaulax_acuta"
"85","Amphidinium_exentsum"
"86","Gymnodinium_spp."
"87","Oxytoxum_scolopax"
"88","Peridiniella_catenata"
"89","Eutreptiella_lanowii"
"90","Eutreptiella_gymnastica"
"91","Trachelomonas_regulosa"
"92","Chlamydomonas_monadina"
"93","Coelastrum_microporum"
"94","Dictyosphaerium_pulchellum"
"95","Koliella_longiseta"
"96","Koliella_spiculiformos"
"97","Monoraphidium_arcuatum"
"98","Oocystis_borgei"
"99","Planctonema_lauterbornii"
"100","Pyramimonas_sp."
"101","Scenedesmus_acutus"
"102","Scenedesmus_magnus"
"103","Scenedesmus_quadricauda"
"104","Scenedesmus_spinosus"
"105","Anabaena_sp."
"106","Aphanizomenon_sp."
"107","Planktolyngbya_limnetica"
"108","Planktothrix_agardhii"
"109","Chrysochromylina_sp."
"110","Ebria_tripartita"
"111","Actinocyclus_normanii"
"112","Amphora_sp."
"113","Asterionella_formosa"
"114","Asterionella_gracillima"
"115","Aulacoseira_ambigua"
"116","Aulacoseira_islandica"
"117","Aulacoseira_subarctica"
"118","Cyclotella_bodanica"
"119","Cyclotella_comta"
"120","Cyclotella_meneghiniana"
"121","Cyclotella_sp."
"122","Cylindrotheca_closterium"
"123","Diatoma_elongata"
"124","Melosira_nummoloides"
"125","Navicula_cryptocephala"
"126","Navicula_transistans"
"127","Nitzschia_acicularis"
"128","Nitzschia_closterium"
"129","Nizchia_sp."
"130","Skeletonema_costatum"
"131","Stephanodiscus_hantschii"
"132","Thalassionema_nitzschioides"
"133","Hemiselmis_virescens"
"134","Komma_caudata"
"135","Leucocryptos_marina"
"136","Teleaulax_acuta"
"137","Amphidinium_exentsum"
"138","Amphidinium_longum"
