"Station";"Asterocystis ornata";"Amphibalanus improvisus";"Bangia atropurpurea";"Bathyporeia pilosa";"Bryozoa";"Bylgides sarsi";"Bythinia sp.";"Ceraclea nigronervosa";"Ceramium tenuicorne";"Ceratopogonidae";"Chara sp.";"Chelicorophium curvispinum";"Chironomidae";"Chironomus muratensis";"Chironomus sp.";"Cladophora glomerata";"Cladophora rupestris";"Cladophora vagabunda";"Coccotylus truncatus";"Coleoptera";"Colletopterum sp.";"Cordylophora caspia";"Corophium sp.";"Cricotopus sp.";"Corophium volutator";"Cyanophthalma obscura";"Dreissena polymorpha";"Ectocarpus sp.";"Electra crustulenta";"Enchytraeidae";"Ephemeroptera";"Erpobdella sp.";"Fontinalis antipyretica";"Fucus vesiculosus";"Gammaridae";"Gammarus sp.";"Gammarus oceanicus";"Gammarus tigrinus";"Gammarus zaddachi";"Halicryptus spinulosus";"Heteroptera";"Hirudinea";"Helobdella stagnalis";"Hydra viridis";"Hydracarina";"Hydrobia sp.";"Jaera sp.";"Laonome sp.";"Lekanesphaera sp. juv.";"Macoma balthica";"Limnodrilus hoffmeisteri";"Limoniidae";"Lumbriculidae";"Lymnaea sp.";"Lyngbya aestuarii";"Lyngbya majuscula";"Manayunkia aestuarina";"Marenzelleria sp.";"Marenzelleria arctia";"Marenzelleria neglecta";"Megaloptera";"Monoporeia affinis";"Mytilopsis leucophaeata";"Nematoda";"Nemertini";"Oligochaeta";"Ostracoda";"Pontoporeia femorata";"Potamogeton crispus";"Potamogeton pectinatus";"Potamogeton perfoliatus";"Pisidiidae";"Piscicola geometra";"Pygospio elegans";"Pylaiella littoralis";"Planorbidae";"Plecoptera";"Potamopyrgus antipodarum";"Procladius gr. ferrugineus";"Prostoma sp.";"Rangia cuneata";"Rhizoclonium hieroglyphicum";"Rhizoclonium sp.";"Rhizoclonium riparium";"Saduria entomon";"Sphacelaria sp.";"Sphacelaria arctica";"Sphacelaria cirrosa";"Sphaeriidae sp.";"Spongia";"Stictochironomus crassiforceps";"Stigeoclonium tenue";"Stylaria lacustris";"Tenellia adspersa";"Theodoxus fluviatilis";"Theodoxus pallasi";"Trichoptera";"Turbellaria";"Tubificade juv.";"Ulva intestinalis";"Ulva prolifera";"Unio sp.";"Urospora sp.";"Valvata sp.";"Viviparus viviparus";"Xenochironomus xenolabis";"Zanichelia sp.";"sampling_station_name";"depth";"mud";"clay";"fine_sand";"medium_sand";"coarse_sand";"gravel";"stone_small";"stone_large"
"13";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40,8;0;0;0;0;0;0;0;1,28;0;0;0;0;0;0;0;0,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"13";16,5;0;0;100;0;0;0;0;0
"131";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,58;0;0;0;0;0;0;0;1,128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"131";13,3;0;50;25;25;0;0;0;0
"132";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,568;0;0;0;0;0;0;0;0;"132";32;100;0;0;0;0;0;0;0
"140";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,08;0;0;0;0;0;0;0;0,32;0;0;0;0;0;0;0;0,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"140";29,4;90;10;0;0;0;0;0;0
"142";0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,52;0;0;0;0,08;0;0;0;0,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"142";29,3;100;0;0;0;0;0;0;0
"143";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02;0;0;0;0;0;0;0;0,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06;0,1;0;0;0;0;0;0;0,02;0;"143";17;0;0;100;0;0;0;0;0
"144";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,016;0;0;0;0;0;0;0;0;0;"144";14,4;0;0;10;50;40;0;0;0
"15";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,96;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;5,32;0;0;0;4;0;0;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"15";24;100;0;0;0;0;0;0;0
"159";0;0;0;0;0;0;0;0;0;0;0;0;0,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"159";1,1;0;0;0;0;0;0;0;0
"16";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"16";16;0;0;0;0;99;0;1;0
"18";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67,2;0;0;0;0;0;0;0;1,12;0;0;0;3,76;0;0;0;1,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"18";20;0;20;40;20;20;0;0;0
"182";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"182";1,3;0;0;90;10;0;0;0;0
"183";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"183";1;0;0;60;15;15;5;0;5
"185";0;0;0;0,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"185";0,7;0;0;30;40;30;0;0;0
"19";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,96;0;0;0;0;0;0;0;0,16;0;0;0;2,72;0;0;0;1,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19";18;15;0;85;0;0;0;0;0
"19- GFNbKu-1";0;0;0;0;0;0;0;0;0;0;0;0;0,012;0;0;9,6;0;0;0;0;0;0,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0;0;0,012;0;0;0;0;0;0;0;0,52;0;0;0;0;0;0;0;0,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2;0;0;0;0;"19- GFNbKu-1";8;0;0;10;50;10;30;0;0
"19- GFNbKu-3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,052;0;0;0;0;0;0;0;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19- GFNbKu-3";5,5;0;0;100;0;0;0;0;0
"19-GFKop-3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFKop-3";29,8;100;0;0;0;0;0;0;0
"19-GFKop-5";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFKop-5";26,6;25;0;0;0;70;5;0;0
"19-GFKop-8";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFKop-8";28,2;25;0;0;0;70;5;0;0
"19-GFKopSP-1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,69859872611465;0;0;0;0;0;0;0;0;0,254777070063694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,03821656050955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFKopSP-1";0,5;5;15;40;10;10;10;0;20
"19-GFKur-1";0;0;0;0;0;0;0;0;0;0;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,822;0;0;0;0;0;0;0,004;0,04;0;0;0;0;0;0;0;0,032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFKur-1";9;0;0;10;10;10;50;0;0
"19-GFKur-10";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0036;0;0;0;0;0;0;0;0;0;0;12,342;0;0;0;0;0;0;0;3,526;0;0;0;0;0;0;0;2,565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFKur-10";14;100;0;0;0;0;0;0;0
"19-GFKur-2";0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0,018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0;0;0;0;0;0;0;0,016;0;0;0;0;0;0;0;0,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFKur-2";9;0;0;20;20;0;50;10;0
"19-GFKur-4";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFKur-4";36;100;0;0;0;0;0;0;0
"19-GFKur-5";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFKur-5";30;100;0;0;0;0;0;0;0
"19-GFKur-6";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFKur-6";35;100;0;0;0;0;0;0;0
"19-GFKur-9";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,92;0;0;0;0;0;0;0;0,008;0;0;0;0;0;0;0,0012;0,0016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFKur-9";8;0;0;20;40;10;25;5;0
"19-GFLuDu-1_B";0;0;0;0;0;0;0;0;0;0;0;0;3,4;0;0;0;0;0;0;0;0;0;0;0;0,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,88;0;0;0;0;0;0;0,64;0,016;0;0;0;0;0;0;0;0,44;0;0;0;0;0;0;0;0;0;0;0;0,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFLuDu-1_B";7,9;0;0;0;0;100;0;0;0
"19-GFLuDu-2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08;0;0;0;0;0;0;0;0,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFLuDu-2";9,6;0;0;0;0;95;5;0;0
"19-GFLuDu-3";0;0;0;0;0;0;0;0;0;0;0;0;0,04;0;0;0;0;0;0;0;0;0;0;0;0,0314285714285714;0;0,0114285714285714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,04;0;0;0;0;0;0;0;1,18857142857143;0;0;0;0;0,228571428571429;0;0;0,965714285714286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFLuDu-3";16,7;30;20;0;0;45;5;0;0
"19-GFLuDu-4";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08;0;0;0;0;0;0;0;0;0;0;0;0;0,04;0;0;0;0;0;0;0;0;0;0;0;20,4;0;0;0;0;0;0;0;1,448;0;0;0;0,56;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFLuDu-4";20,8;100;0;0;0;0;0;0;0
"19-GFLuW-1";0;0;0;0;0;0;0;0;0;0;0;0;0,24;0;0;0;0;0;0;0;0;0;0;0;0,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04;0;10,08;0;0;0;0;0;0;0;15,36;0;0;0;0,72;0;0;0;3,36;0;0;0;0;0;0;0;0;0;0;0;0,16;0;0;0;0;0;0;0,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFLuW-1";17,7;100;0;0;0;0;0;0;0
"19-GFLuW-2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,32;0;0;0;0;0;0;0;0,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFLuW-2";8;0;0;0;20;70;10;0;0
"19-GFLuW-3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32;0;0;0;0;0;0;0;1,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFLuW-3";7,7;0;0;0;0;100;0;0;0
"19-GFLuW-4";0;0;0;0;0;0;0;0;0;0;0;0;0,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,16;0;0;0;0;0;0;0;2,16;0;0;0;0,08;0;0;0;6,6;0;0;0;0;0;0;0;0;0;0;0;0,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFLuW-4";17,9;100;0;0;0;0;0;0;0
"19-GFLuW-5";0;0;0;0;0;0;0;0;0;0;0;0;0,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,88;0;0;0;0;0;0;0;0,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFLuW-5";10;0;0;0;0;100;0;0;0
"19-GFLuW-6";0;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0,16;0,16;0;0;0;0;0;0;0;0;0;0;0;0,08;0;0;0;0;0;0;0;0;0;0;0;0,76;0;0;0;0;0;0;0;3,88;0;0;0;0;0;0;0;3,68;0;0;0;0;0;0;0;0;0;0;0;0,28;0;0;0;0;0;0;0,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFLuW-6";13;0;0;100;0;0;0;0;0
"19-GFLuW-7";0;0;0;0;0;0;0;0;0;0;0;0;0,04;0;0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16;0;0;0;0;0;0;0;0,52;0;0;0;0;0;0;0;0,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFLuW-7";10,08;0;0;100;0;0;0;0;0
"19-GFLuW-8";0;0;0;0;0;0;0;0;0;0;0;0;0,16;0;0;0;0;0;0;0;0;0;0;0;0,08;0,04;0;0;0;0;0;0;0;0;0;0;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,72;0;0;0;0;0;0;0;4,16;0;0;0;0;0;0;0;0;0;0;0;0,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFLuW-8";14,7;0;0;100;0;0;0;0;0
"19-GFLuW-9";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFLuW-9";7;0;0;100;0;0;0;0;0
"19-GFNS2Nb-1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08;0;0,032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFNS2Nb-1";2;0;0;100;0;0;0;0;0
"19-GFNS2Nb-2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,12;0;0;0;0;0;0;0;0,024;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFNS2Nb-2";2,5;0;0;100;0;0;0;0;0
"19-GFNS2Nb-3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08;0;0;0;0;0;0;0;0,008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFNS2Nb-3";2,7;0;0;100;0;0;0;0;0
"19-GFNS2Nb-4";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,048;0;0;0;0;0;0;0;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFNS2Nb-4";2,7;0;0;100;0;0;0;0;0
"19-GFNS2Nb-5";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0;0;0;0;0;0;0;0,008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFNS2Nb-5";2;0;0;100;0;0;0;0;0
"19-GFNS2Nb-6";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFNS2Nb-6";2,2;0;0;0;0;0;0;0;0
"19-GFNS2Nb-7";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,8;0;0;0;0;0;0;0;0,64;0;0;0;4,36;0;0;0;0,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFNS2Nb-7";21;100;0;0;0;0;0;0;0
"19-GFNS2Nb-8";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,04;0;0;0;0;0;0;0;0;0;393,24;0;0;0;0;0;0;0;2,48;0;0;0;0,064;0;0;0;0,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19-GFNS2Nb-8";27;100;0;0;0;0;0;0;0
